,ID_LK_SK,age_0_34_%,age_35_59_%,age_60+_%,Einw_pro_qm
87,5354,0.0,0.0,0.0,0.0
88,5358,36.50359090254131,35.107423726499874,28.388985370958814,280.02803232211687
89,5362,35.91745392893686,36.14677220696507,27.935773864098074,667.0673042811936
90,5366,35.09437875959345,36.01171956025721,28.893901680149348,154.42889976215835
91,5370,35.83763889871895,36.14355030237258,28.018810798908472,404.977786270482
92,5374,36.49379199988256,35.220261972833804,28.285946027283636,296.5347989334494
93,5378,33.71364061314847,36.23185338060715,30.054506006244374,648.1638159699991
94,5382,36.0997365700757,35.77411717629798,28.126146253626327,520.096079638574
95,5512,34.64556196382781,35.50258555327432,29.85185248289786,1166.713050392605
96,5513,38.54611860934419,34.07122085216417,27.38266053849164,2483.838383838384
97,5515,45.395601284045824,32.02988047175004,22.574518244204135,1036.3987074650488
98,5554,38.683378476081536,35.887405712805794,25.42921581111267,260.8594068882039
99,5558,35.87112204393236,36.16985481678178,27.95902313928586,197.76898520749967
100,5562,34.435467224478714,35.32614613960579,30.238386635915486,808.1609331284234
101,5566,37.75842578650355,35.86482996510386,26.376744248392587,249.26159397692342
102,5570,36.504393717398116,35.60117069799088,27.89443558461101,210.5341741068045
103,5711,40.865704373460844,33.342321127908306,25.79197449863086,1289.645313345182
104,5754,38.12125257152902,35.978334610514636,25.900412817956347,375.6492401027641
105,5758,35.67626194758018,35.42066248509668,28.903075567323143,556.7882595857108
106,5762,35.10915850910306,34.878827301357106,30.012014189539837,117.08395065838756
107,5766,36.86777212959003,33.825213624921425,29.307014245488546,279.5581839482595
108,5770,36.52537736152682,34.56792507482862,28.906697563644556,269.6175840195763
109,5774,41.17436214930431,34.256248167095706,24.569389683599987,246.14212383702278
110,5911,38.00064723499018,33.190539399058764,28.808813365951053,2503.2816147192093
111,5913,39.167475852200134,34.10504079998637,26.727483347813497,2091.161697125147
112,5914,37.16779476098171,33.95669812619827,28.875507112820024,1176.7778124026177
113,5915,38.203125436182034,34.34629922226999,27.450575341547978,791.0215077507397
114,5916,36.65379155102511,34.82420351209281,28.52200493688209,3041.112407623493
115,5954,33.77531637763032,35.31742605520882,30.90725756716087,791.6609706083391
116,5958,35.435646415202996,35.369613206641716,29.19474037815529,132.88388252039363
117,5962,35.66922255653694,35.322721537416285,29.00805590604678,388.4040487814073
118,5966,36.68187720274532,36.31682433685773,27.001298460396956,189.25351756677057
119,5970,37.6916717587434,33.94845620214946,28.35987203910715,245.57547511232332
120,5974,36.16107213599115,35.666540798007304,28.172387066001548,227.22804693556517
121,5978,34.565405717585904,35.352422349549876,30.082171932864217,726.7576075550892
122,6411,45.985415214155154,31.541326700459148,22.47325808538569,1304.227082821332
123,6412,42.56881294352611,36.85476246122466,20.576424595249225,3032.725222504128
124,6413,43.03346175355745,35.10687876716585,21.859659479276704,2868.627450980392
125,6414,39.080699283615125,35.1987842294731,25.720516486911787,1365.2916073968706
126,6431,34.52060483362626,36.202140203341564,29.277254963032178,374.85093193600846
127,6432,36.21330266746021,36.42177680489847,27.364920527641317,451.53498117332686
128,6433,38.77410518493695,36.08547095721352,25.14042385784953,605.9775290819592
129,6434,34.39069342757139,36.88346493972033,28.72584163270827,490.9596546571476
130,6435,35.83840553765366,35.98066595059076,28.18092851175558,299.8239487018006
131,6436,35.71497675983763,37.25576797694912,27.02925526321324,1068.3278659057205
132,6437,34.02343023616191,34.99452468026199,30.98204508357611,155.132458291264
133,6438,36.582583057510476,36.03187872078443,27.38553822170509,993.9703570626543
134,6439,33.8395037321607,36.443200094038694,29.717296173800605,230.65651150466473
135,6440,35.77889447236181,36.47001239966064,27.75109312797755,278.43294023585844
136,6531,41.69840372513724,32.635118046980764,25.666478227882,314.6367721400487
137,6532,35.79638816756444,35.20177163415124,29.001840198284324,237.99774922629655
138,6533,35.73973024645084,35.7647181883161,28.495551565233058,233.03585937923188
139,6534,40.7824105607992,33.258733093315165,25.958856345885632,195.3848713134818
140,6535,32.27204896201288,35.3538978824685,32.37405315551862,72.57335956296139
141,6611,42.59791155095865,32.065877917503784,25.336210531537567,1887.5
142,6631,37.76776408007763,34.570768788412465,27.661467131509905,161.2448475452945
143,6632,34.21529599682195,34.57696413940362,31.207739863774425,110.07069069178493
144,6633,32.750292647263905,35.224165691175784,32.02554166156031,182.9627166870274
145,6634,33.76557800934403,35.69153599449567,30.54288599616029,117.10179204948604
146,6635,34.456811911846216,35.16084432919409,30.38234375895969,84.89911829934549
147,6636,32.814278784759,34.00912717661384,33.17659403862716,98.56951884702829
148,7111,40.84403283519259,31.563530484810215,27.592436679997196,1083.3634204275534
149,7131,33.52733047091199,34.665104411571996,31.807565117516013,164.8331681532871
150,7132,35.27368789091333,35.24105512606348,29.485256983023195,200.35648681465798
151,7133,34.378795546558706,35.02973178137652,30.59147267206478,182.9862598247462
152,7134,33.761149653121905,34.14643211100099,32.092418235877105,103.90947826422769
153,7135,33.00371831717733,34.99439816844464,32.00188351437803,88.94328668601881
154,7137,35.19198726774604,35.625574654973654,29.1824380772803,262.01680261210913
155,7138,35.51535937474236,34.99980762994597,29.484832995311667,290.1492680126304
156,7140,34.154871426212146,35.54601358112243,30.299114992665416,103.86555808931851
157,7141,33.7222422081957,35.47601138110345,30.801746410700854,156.35610554305583
158,7143,35.535747059728074,36.32990570296185,28.13434723731008,203.83098762436302
159,7211,44.516251491377126,32.006760909649664,23.47698759897321,945.0414282053473
160,7231,34.16561258484616,35.56412677486594,30.270260640287898,96.11966368135349
161,7232,36.351092217002666,35.71189415691805,27.93701362607928,60.580226804757366
162,7233,33.22937808359322,34.556045080276554,32.21457683613023,66.47689877583257
163,7235,34.98539729430327,37.082144415723924,27.93245828997281,135.13059887682243
164,7311,37.01941887522909,33.677230699532544,29.30335042523836,1106.6773017319963
165,7312,42.18238269317442,31.16029846261706,26.657318844208522,714.7100930565498
166,7313,42.04640401054052,32.5920688990295,25.361527090429973,562.7803231251507
167,7314,40.775512828756995,34.61279894306709,24.61168822817591,2209.234146971458
168,7315,44.96356819793845,32.254350169032506,22.782081633029044,2221.6105597053106
169,7316,34.456611725746974,33.75479792278166,31.788590351471363,453.9072508326928
170,7317,34.41823626958394,32.54956315125114,33.03220057916491,658.4582790091265
171,7318,35.06689427924888,35.30509349319148,29.628012227559648,1179.5364083352845
172,7319,38.92475699027961,33.97215888635545,27.103084123364933,766.3938195530212
173,7320,36.52839895933819,33.19886579555088,30.272735245110937,484.2723669309173
174,7331,35.69527405527529,36.66630559252267,27.638420352202036,219.7765572125767
175,7332,31.901100557816974,36.3425297753656,31.75636966681743,223.09296381003634
176,7333,34.337758485239874,36.08473921785329,29.577502296906832,116.36169256751523
177,7334,36.62134417974046,36.52217702885919,26.856478791400352,278.5871535871536
178,7335,35.70344248847318,35.049077382916735,29.247480128610086,165.7140625
179,7336,32.73260925048918,35.124634886424865,32.14275586308595,122.95327754532775
180,7337,32.93794628293885,36.39222153756932,30.669832179491824,172.4447222439253
181,7338,34.015343609963615,36.25398019468097,29.730676195355414,505.5936260205252
182,7339,34.91315336504038,37.39170843429482,27.695138200664804,348.3695652173913
183,7340,31.011533649448552,35.65022657260312,33.33823977794834,99.75144205558469
184,8111,42.48145172723407,34.61651150701763,22.90203676574831,3061.9302561134423
185,8115,38.42661628025738,35.62531917066694,25.948064549075685,633.9576217686194
186,8116,37.84763392581188,35.67402628784005,26.47833978634808,832.4897080838324
187,8117,36.803846796733175,35.12378864386421,28.07236455940261,400.49350811096923
188,8118,38.203329509691464,35.95105738404071,25.845613106267834,792.0905106513097
189,8119,36.87458642099878,35.74566240690073,27.379751172100487,496.6413388029088
190,8121,41.14322006986345,33.70911400444586,25.147665925690692,1260.9870857943738
191,8125,37.82981799526625,36.479939837000245,25.690242167733512,311.905519542508
192,8126,38.25908401035622,35.54593339880368,26.194982590840105,144.20155517791852
193,8127,38.615650895277774,35.325562516274296,26.05878658844793,131.97558066668014
194,8128,35.47811760793827,34.84027478631509,29.681607605746628,101.46304432840283
195,8135,36.99045836101214,34.6156168850776,28.39392475391026,211.23194183117008
196,8136,37.80294393029344,34.949140451334706,27.24791561837186,207.75984702620804
197,8211,32.49097472924188,34.61531484135479,32.893710429403335,393.2020828875098
198,8212,43.11671968622641,33.09730047398209,23.785979839791498,1805.3973013493255
199,8215,35.952160132543355,36.24254893839255,27.805290929064093,409.3247825445968
200,8216,35.47342631310114,35.852617544953205,28.67395614194565,312.85023631217587
201,8221,47.411056717907144,31.32612017087088,21.262823111221977,1472.632932317017
202,8222,41.95138507289007,34.0495199922423,23.999094934867635,2134.0277298751466
203,8225,35.707667119517886,35.41226878461699,28.880064095865123,127.48014991917863
204,8226,35.99379137183292,35.917644373430726,28.088564254736358,515.8730158730159
205,8231,40.984690382501476,32.95391183826926,26.06139777922926,1280.1264402977465
206,8235,36.70397797938092,35.658503633275885,27.637518387343196,198.6692420574697
207,8236,36.132827229079204,36.01317211734245,27.854000653578343,346.7660390516039
208,8237,37.05600542671811,35.47886547674566,27.465129096536227,135.49673135031423
209,8311,46.45653901781177,31.8114497417923,21.73201124039593,1504.4498170412965
210,8315,36.44209364713941,34.97669285945319,28.58121349340741,190.66465454070564
211,8316,36.303005750288726,35.84769897752489,27.84929527218638,243.2854263816767
212,8317,37.15711361905937,35.15026345874885,27.692622922191774,232.10815309618775
213,8325,37.18403786167581,35.10953354128572,27.706428597038474,181.2469132593382
214,8326,37.228848154966784,33.84389375697449,28.92725808805873,207.13428847297945
215,8327,39.45573377475883,34.65095039671214,25.893315828529023,190.84397723249543
216,8335,39.043196355033736,33.91185490230439,27.04494874266188,348.8165969828113
217,8336,37.1581401248256,35.94181220176785,26.90004767340655,283.42155173482416
218,8337,37.185190394973596,34.73352909113287,28.08128051389353,150.8434267527186
219,8415,37.7634717591753,35.25674111066163,26.979787130163068,278.97845016296156
220,8416,43.60557952940866,32.99637972823768,23.39804074235366,437.9160887656033
221,8417,35.90970439569164,35.099902082726864,28.9903935215815,205.90575208701148
222,8421,43.42945800251724,32.779488478496624,23.79105351898614,1064.4506235254464
223,8425,38.577994052446606,35.64706422439517,25.774941723158225,144.30606160980457
224,8426,39.42185419190756,35.54935867268777,25.028787135404674,141.70822898412948
225,8435,36.09586221887183,34.85457412811536,29.049563653012804,325.25609590998664
226,8436,38.9475350440579,34.89913291239425,26.15333204354785,174.1835671833834
227,8437,37.78930719094083,35.07751789903188,27.13317491002728,108.67774428472966
228,9161,41.395522006701654,34.569027821376686,24.035450171921653,1027.2290963629546
229,9162,42.30272618293615,35.255873566436605,22.441400250627247,4735.953139583535
230,9163,40.168024761543805,34.2713663066136,25.560608931842587,1701.3433637829125
231,9171,36.22605880766118,35.208164733387285,28.565776458951532,195.34859210595656
232,9172,36.04074837782108,34.18588373280868,29.773367889370235,125.88500053582273
233,9173,36.503257956251424,35.97192419847988,27.524817845268696,114.54977626117568
234,9174,38.188505627615605,37.45678563073484,24.354708741649556,265.70205124663306
235,9175,37.83751459807797,37.886057604367466,24.276427797554557,258.7222424463051
236,9176,39.880309201230155,36.345501394125776,23.774189404644062,109.02492873972288
237,9177,38.5224466075839,38.56385297108819,22.91370042132791,158.09359747344243
238,9178,41.14205319457781,37.51256169186449,21.345385113557693,223.93698818528475
239,9179,36.73627576144447,36.032737552434796,27.23098668612074,504.4158233670653
240,9180,34.20936620434738,34.446742853267324,31.343890942385293,87.39984785765799
241,9181,36.712445136627494,37.058906813468695,26.228648049903807,149.27520015913274
242,9182,35.01092994805768,36.2513286404749,28.73774141146742,115.12779663364965
243,9183,37.63731019522776,35.891540130151846,26.471149674620392,143.10903604733463
244,9184,37.75435619469661,36.46075483488166,25.784888970421733,525.2024809562521
245,9185,37.98200248241621,36.37153496069508,25.646462556888704,130.69810198453467
246,9186,38.34024113062422,37.06301955942147,24.59673930995431,167.075317985914
247,9187,36.40467003597935,35.85597529340991,27.739354670610727,181.30744381534615
248,9188,34.85950680422067,36.168915145636774,28.97157805014255,279.0371524645288
249,9189,35.77861979004907,34.921423690912476,29.29995651903845,115.46069789276028
250,9190,36.35886751189526,35.459703874456956,28.18142861364778,140.06830176963678
251,9261,39.06414010275675,34.7107894591459,26.22507043809734,1099.8632842169225
252,9262,42.48794526291715,30.118736777906957,27.393317959175896,754.2984473835537
253,9263,36.91049085659287,35.21990207975897,27.869607063648154,707.1164373428021
254,9271,36.758124800965426,35.989641821564454,27.252233377470127,138.56265313468887
255,9272,34.40750430731925,36.00536021951375,29.587135473167,79.63958653074084
256,9273,38.48746094325116,36.45814588820364,25.054393168545207,114.78115552885066
257,9274,37.35396791389935,37.52158187248737,25.12445021361328,117.76605296941904
258,9275,34.78439724436715,35.947157667813975,29.268445087818872,125.50927711079596
259,9276,34.86144019779541,35.364942824765635,29.77361697743896,79.66352072219942
260,9277,36.17964677313752,35.48264116228379,28.33771206457869,94.17508312389754
261,9278,36.549791850887736,36.94522548659202,26.504982662520245,83.76108919625173
262,9279,37.63264288015631,36.52369123959384,25.84366588024985,109.63900726999248
263,9361,35.77317131284251,33.809864188706214,30.416964498451275,837.2232196289647
264,9362,44.97149597011991,32.78749754275604,22.24100648712404,1887.5695732838592
265,9363,36.16650987770461,34.0310442144873,29.80244590780809,602.522318265552
266,9371,35.10459804672725,36.333394757004726,28.562007196268024,82.1016506485544
267,9372,35.56481756619384,35.98473592843403,28.450446505372142,84.12569977567708
268,9373,37.40837519934711,36.76821826730857,25.82340653334431,99.37870174707581
269,9374,35.37603866372732,36.3542903171104,28.269671019162285,66.08625000875527
270,9375,36.407641601058,37.40055379910318,26.191804599838818,139.09331953695917
271,9376,36.06111869772877,36.458566876600834,27.4803144256704,100.46619251088693
272,9377,34.0422597373938,35.67941079112876,30.278329471477434,66.87018676504496
273,9461,43.296989380348485,31.911795030415508,24.791215589236003,1420.578542658367
274,9462,42.40995486022744,30.251684369851457,27.338360769921106,1116.1160113619376
275,9463,36.844529564353074,32.880797110232976,30.274673325413946,854.1934147856699
276,9464,36.540387546266054,32.67363379055084,30.785978663183105,791.6235780765253
277,9471,36.41271093101995,37.511387895516904,26.075901173463144,125.95136153450935
278,9472,33.35841630006946,36.943351084355946,29.698232615574593,81.38627387859896
279,9473,33.43152371527858,36.04354129749384,30.52493498722758,147.1935232546323
280,9474,35.75569126349064,36.82460658575871,27.419702150750652,180.6060700340681
281,9475,31.238786708774434,35.50377186263915,33.25744142858642,106.78864339174473
282,9476,31.22067475981232,36.816861547627916,31.962463692559766,103.04839675206065
283,9477,31.945159718839168,36.36578745911337,31.689052822047465,109.13054045022328
284,9478,33.729315658756995,36.29372512642509,29.976959214817917,128.54944801323228
285,9479,31.516302713930415,34.61832791276066,33.865369373308916,120.68209179214011
286,9561,38.172389896527825,34.0287236838961,27.798886419576075,418.84696226603944
287,9562,44.67319269037709,32.53425269287794,22.79255461674497,1454.8076923076924
288,9563,38.55167986974356,36.972007389548175,24.47631274070827,2016.5430149960537
289,9564,39.93055086666731,34.295911182275034,25.77353795105765,2780.182354518638
290,9565,35.842812316140424,36.08305550107864,28.074132182780936,999.8039215686275
291,9571,37.00156021505961,35.953987246465054,27.04445253847534,93.31212937458467
292,9572,35.79925295917693,36.77598315122073,27.42476388960234,241.37558452600257
293,9573,33.811239745457335,36.5210798470018,29.66768040754087,381.8208430913349
294,9574,34.33627799137147,36.542130132362864,29.12159187626566,213.08410046027618
295,9575,36.06870989597864,35.97505081503328,27.956239288988083,79.18576669691112
296,9576,35.71889916350289,36.57351250019691,27.707588336300194,141.82874378595767
297,9577,36.022798300721455,35.142436409479515,28.83476528979903,97.23418282206062
298,9661,37.61112765323919,35.131226338848954,27.257646007911863,1129.3354683746998
299,9662,38.6641249629849,31.362896061593133,29.97297897542197,1513.501400560224
300,9663,45.00703784798248,29.530810134501095,25.46215201751642,1459.8173515981737
301,9671,34.69014052167524,36.716453894195446,28.593405584129318,249.26026613249394
302,9672,33.06981340463872,34.90476467282838,32.02542192253289,90.79377924773935
303,9673,35.09599698832978,35.206424896473834,29.69757811519639,77.99592843440473
304,9674,35.43895317911559,36.21201196231634,28.349034858568068,88.47509386209853
305,9675,36.27253627253627,36.124036124036124,27.603427603427605,132.8806969333762
306,9676,35.234086178508186,36.50392991394576,28.261983907546057,179.932362559043
307,9677,33.687334309341985,35.8983895857239,30.414276104934117,95.64483533783937
308,9678,35.31353708755408,35.63237363821173,29.054089274234187,136.80457338451848
309,9679,35.53826760754848,35.94053165589431,28.521200736557212,167.12173158742615
310,9761,41.44984498619276,33.505683839598824,25.044471174208415,2009.4981956832573
311,9762,36.77579568496115,33.750256305105594,29.47394800993325,1096.7766116941527
312,9763,39.26306471040678,32.585949177877424,28.150986111715792,1088.9222503160556
313,9764,37.51625339325228,34.43438191482081,28.049364691926908,625.2603052346313
314,9771,36.99886224138447,36.85439683822869,26.14674092038684,171.2242386957859
315,9772,36.56364547138757,36.365262747779624,27.071091780832813,234.94236984177394
316,9773,37.18353276887348,35.73176700930005,27.084700221826473,121.20343839541547
317,9774,37.82356636738848,36.1296889786635,26.046744653948007,164.93572927597063
318,9775,38.014925373134325,35.43226176808266,26.55281285878301,337.7016129032258
319,9776,35.38062177815328,35.732040309052394,28.88733791279433,252.540276446396
320,9777,37.012885201972686,35.40437298668719,27.582741811340117,100.6246190254222
321,9778,37.126929138231475,35.447546184766836,27.42552467700169,117.14555258256819
322,9779,37.54644333912627,36.00707137292503,26.4464852879487,104.73724677933123
323,9780,35.17719905768463,35.50997026299868,29.312830679316694,101.67736699847512
324,10041,36.321229694153615,33.534824754024775,30.14394555182161,802.3068499817497
325,10042,33.10759824313604,36.244026082077276,30.64837567478668,185.6896489778321
326,10043,32.65207327957884,35.033962149978066,32.3139645704431,529.2473979183346
327,10044,33.3635585883269,34.75135885574357,31.88508255592953,424.9504734951562
328,10045,32.607217224866965,34.469365004802604,32.92341777033043,341.00222344418677
329,10046,31.34089270798769,35.70717530350012,32.95193198851219,183.58014577688155
330,11000,40.44802138702918,34.88992341472542,24.662055198245405,4090.162941018045
331,12051,31.775830514114578,33.289889634518325,34.93427985136709,313.9648267456033
332,12052,34.38569532723336,32.801165447669604,32.81313922509704,605.1141166525782
333,12053,32.91690425587062,32.963558135918305,34.11953760821108,391.43050388907676
334,12054,39.99573247084323,34.7837317296408,25.220535799515968,945.9736534579837
335,12060,30.8546727949223,37.544320420223244,31.60100678485445,123.51402677624064
336,12061,30.825649003057958,37.49815162036352,31.676199376578516,74.3318282340217
337,12062,27.118611040745144,35.95939125859818,36.921997700656675,54.032228346415245
338,12063,31.829607989673214,38.33573179996171,29.834660210365083,93.73530944248249
339,12064,29.390515005557617,38.38252850850109,32.226956485941294,90.02293099854074
340,12065,31.312337573195613,38.296986021235604,30.390676405568783,116.82962979349401
341,12066,27.729099532930228,35.31807813461747,36.95282233245229,90.32532356572288
342,12067,28.903267695821068,36.24746722788792,34.84926507629101,79.16605738340535
343,12068,29.362724318213935,36.18865944003714,34.44861624174892,39.21442904807704
344,12069,30.887806059702605,38.855141057652894,30.2570528826445,82.81726221248293
345,12070,28.011449783029224,34.96627803628379,37.02227218068699,35.775642374506084
346,12071,26.112261751828648,36.677765251815536,37.209972996355816,69.05918634616197
347,12072,32.43630270475828,37.75966154869991,29.804035746541807,79.97985011144219
348,12073,28.01458779443255,35.36870985010707,36.61670235546038,38.85481768929016
349,13001,0.0,0.0,0.0,0.0
350,13002,0.0,0.0,0.0,0.0
351,13003,38.779525674291236,31.056174181132292,30.164300144576465,1151.7754741949711
352,13004,34.94124277275669,32.30395124089419,32.754805986349126,734.1250383083052
353,13005,0.0,0.0,0.0,0.0
354,13006,0.0,0.0,0.0,0.0
355,13051,0.0,0.0,0.0,0.0
356,13052,0.0,0.0,0.0,0.0
357,13053,0.0,0.0,0.0,0.0
358,13054,0.0,0.0,0.0,0.0
359,13055,0.0,0.0,0.0,0.0
360,13056,0.0,0.0,0.0,0.0
361,13057,0.0,0.0,0.0,0.0
362,13058,0.0,0.0,0.0,0.0
363,13059,0.0,0.0,0.0,0.0
364,13060,0.0,0.0,0.0,0.0
365,13061,0.0,0.0,0.0,0.0
366,13062,0.0,0.0,0.0,0.0
367,13071,29.716744491182034,35.48219040635974,34.801065102458224,47.15200986966008
368,13072,30.180881676142306,37.449154630357064,32.36996369350062,62.69158246606961
369,13073,29.54415979776041,35.76845703298856,34.687383169251035,69.89811631849928
370,13074,31.792457043686873,36.505688162369445,31.701854793943685,73.68131558163151
371,13075,31.996603252259213,34.30081496596915,33.702581781771634,59.99041965946705
372,13076,30.19499760133197,37.22262461315599,32.582377785512044,44.6041143077717
373,14161,0.0,0.0,0.0,0.0
374,14166,0.0,0.0,0.0,0.0
375,14167,0.0,0.0,0.0,0.0
376,14171,0.0,0.0,0.0,0.0
377,14173,0.0,0.0,0.0,0.0
378,14177,0.0,0.0,0.0,0.0
379,14178,0.0,0.0,0.0,0.0
380,14181,0.0,0.0,0.0,0.0
381,14182,0.0,0.0,0.0,0.0
382,14188,0.0,0.0,0.0,0.0
383,14191,0.0,0.0,0.0,0.0
384,14193,0.0,0.0,0.0,0.0
385,14262,0.0,0.0,0.0,0.0
386,14263,0.0,0.0,0.0,0.0
387,14264,0.0,0.0,0.0,0.0
388,14272,0.0,0.0,0.0,0.0
389,14280,0.0,0.0,0.0,0.0
390,14284,0.0,0.0,0.0,0.0
